Nom;Niveau de deblocage;Effets;Id;gfxId;StatsPlates
Dimension blanche;;Les combattants autour des portails gagnent des Coups critiques au début du tour de l'Eliotrope si ce dernier est serein et en perdent s'il est exalté. En début de tour, aux cibles au contact des Portail : - Serein 40 % Coup critique (1 tour) - Exalté -40 % Coup critique (1 tour);7203;5104;
Interstellaire;;Les alliés qui empruntent un portail de l'Eliotrope à plus de 6 cases de distance ne subissent plus la Longue téléportation, mais le portail de départ est détruit. Ce passif s'applique à tous les portails de l'équipe. Emprunter un portail à plus de 6 cases n'applique plus Longue Téléportation : - Le portail de départ est détruit à la place - Regagne 1 PW max;7202;5101;
Réminiscence;;L'Eliotrope change de mode automatiquement en fin de tour. En outre, il peut lancer le sort Exaltation sur un autre allié à distance. Exaltation possède 4 Portée En fin de tour : - Si Serein, passe en Exalté - Si Exalté, passe en Serein;5132;5132;
Portail céleste;;L'Eliotrope se téléporte sur le portail le plus proche en début de tour. En début de tour : - Se téléporte sur le Portail le plus proche;5143;5143;
Effervescence;;Ce passif permet à l'Eliotrope d'obtenir un gain conséquent de Dommages infligés pour son prochain sort après avoir changé de mode. En contrepartie, le bonus de dommages de Serein ne dure qu'un seul tour. Après avoir lancé le sort Exaltation : - Connexion : 50 % Dommages infligés pour le prochain sort Le bonus dommages de Serein ne dure qu'un tour;4688;7185;
Transitoire;;Si l'Eliotrope ou un allié emprunte un Portail, il gagne des PM pour le tour en cours. En contrepartie, il ne peut plus utiliser de portails pour se déplacer jusqu'au tour suivant. Ce passif s'applique à tous les portails de l'équipe. Quand utilise un Portail (1 fois par tour) : - 2 PM (1 tour) - Ne peut plus utiliser de portail jusqu'à la fin du tour;5131;5352;
Rage;;L'Eliotrope obtient le Don céleste instantanément après avoir lancé le sort Portail céleste. Par contre, le bonus de PA de Don céleste est limité à 1 fois par tour. Au lancement de Portail céleste : - Obtient directement Don Céleste Le bonus de PA de Don Céleste est limité à 1 fois par tour;4686;4686;
Intermédiaire;;Portail céleste ne coûte plus de PA à lancer mais Don céleste donne un bonus de PM au lieu d'un bonus de PA. Portail céleste ne coûte plus de PA À l'obtention de Don Céleste : - 2 PM max (1 tour);4689;4689;
Traquenard;;Le Don céleste offre un bonus de dommages très élevés, mais seulement si la cible est de dos. Lorsque a Don Céleste : - 60 % Dommages infligés de dos au prochain sort de dommages - Ne donne plus les 40 % Dommages infligés de base;4687;4687;
Souffle de la déesse;;Si l'Eliotrope lance le sort Portail sur un allié en étant-lui-même sur un portail, il échange de position avec mais ne place pas de nouveau portail. En lançant le sort Portail sur un allié en étant soi-même sur un portail : - Échange de position - Ne pose pas de portail;7814;6925;
