Nom;Niveau de deblocage;Effets;Id;gfxId;StatsPlates
Savoir Sadida;;Le sort Graine du Sadida ne peut se lancer qu'à son contact, mais toutes ses poupées ont plus de portée sur leurs sorts. Graine : - La portée est réduite à 1 non modifiable Les gagnent 2 Portée sur leurs sorts;8157;1420;
Lien Poupesque;;Les Poupées du Sadida gagnent en résistance. En contrepartie, elles transmettent une partie des dommages qu'elles subissent au Sadida. Les gagnent 100 Résistance élémentaire 30 % des dommages subis par les sont répliqués sur le Sadida;916;5463;
Prière Sadida;;Les Arbres du Sadida soignent les combattants qui finissent à leur contact. Si un combattant finit son tour à proximité d'un Arbre de Sadida : - Soin : 4;4959;4959;
Sadida Solitaire;;Le sort Engrènement des Poupées, qui leur permet de se transformer en graine, ne coute plus de PA. Par contre, le Sadida ne regagne plus de PW lorsqu'une Poupée utilise ce sort. Le sort Engrènement ne coûte plus de PA Le sort Engrènement ne redonne plus de PW;912;912;
Dévouement poupesque;;Le Sadida regagne des PW en sacrifiant ses poupées avec le sort Graine, mais ces dernières ne sont plus transformées en graines. En utilisant le sort Graine sur une : - Tue la - N'invoque pas de Graine de Sadida - 1 PW par niveau d'Engrainé de la;8153;916;
Mauvaise graine;;Les graines disparaissent si un combattant marche dessus. S'il s'agit d'un ennemi, il perd des PM en fonction du niveau d'Engrainé de la graine. Si un combattant marche sur une Graine : - -1 PM par niveau d'Engrainé - La Graine disparaît;8154;588;
Don sylvestre;;Lorsque le Sadida retire un de ces Arbres, les PV restants de l'Arbre sont transmis aux combattants proches. En revanche, les Arbres possèdent moins de PV max. En retirant un Arbre de Sadida : - Transmet les PV restants aux combattants autour Les Arbre de Sadida possèdent 50 % PV en moins;917;5055;
Exploupée;;Les Poupées du Sadida explosent à leur mort, infligeant des dommages aux ennemis et soignant les alliés dans un cercle de taille 2. En contrepartie, elles possèdent moins de PV max. À la mort d'une , par niveau d'Engrainé : - Dommages : 27 (2) - Soin : 15 (2) Les possèdent 30 % PV en moins;933;933;
Croissance accélérée;;Les Poupées gagnent de l'engrainé plus rapidement. Par contre, elles perdent tous leurs niveaux d'engrainé si elles se transforment en graine avec le sort Engrènement. En fin de tour, les gagnent 1 niveau supplémentaire d'Engrainé Engrènement : - Consomme tous les niveaux d'Engrainé;8152;917;
Murmures Sauvages;;Le Sadida peut invoquer 2 Voodoll, mais celles-ci sont stabilisées. Il est possible d'invoquer 2 La Voodoll La Voodoll est stabilisée;5058;5058;
